Subject	Block	Trial	Operation	Side	SOA	Delay	Delayjitter	Task	TaskRecNo	Orignum	TaskXY	TaskZ	Solution	VOTtoj	Responsetoj	Accuracytoj	Respright	VOTanalog	Accuracyanalogy_new2
5	7	132	1	1	110	750	-40	74	44	138	Stadt/Dorf	See/?	Teich	1259.158	1	1	1	1074.64	0
5	7	133	1	1	20	750	40	29	69	55	Spinat/Gemüse	Birke/?	Baum	1263.13	1	1	1	1754.919	0
5	7	134	1	-1	-70	750	40	38	77	73	Uhr/Tageszeit	Kompass/?	Himmelsrichtung	912.446	-1	1	0	2748.519	1
5	7	135	1	1	20	250	-80	26	17	52	eng/weit	Frage/?	Antwort	NA	-1	0	0	996.6106	1
5	7	136	1	1	40	1500	40	53	92	106	Baum/Wald	Grashalm/?	Wiese	1166.974	1	1	1	810.4432	1
5	7	137	1	-1	-110	750	80	58	97	114	Wand/Stein	Tisch/?	Holz	1357.151	-1	1	0	3297.848	0
5	7	138	1	1	70	250	-80	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	862.4253	1	1	1	1010.41	1
5	7	139	1	1	70	1500	-80	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	1254.586	1	1	1	1947.333	0
5	7	140	1	-1	-70	750	80	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	1859.004	-1	1	0	2403.505	0
5	7	141	1	1	20	250	40	49	89	101	Pfütze/Teich	Bach/?	Fluss	1527.486	-1	0	0	2642.822	0
5	7	142	1	-1	-40	750	40	54	32	108	Buch/drucken	Brief/?	schreiben	1288.863	-1	1	0	556.0474	1
5	7	143	1	1	40	1500	-40	88	54	170	warm/kalt	stumpf/?	spitz	1550.861	-1	0	0	1016.624	1
5	7	144	1	-1	-70	1500	40	73	103	137	Zehen/Fuß	Finger/?	Hand	854.5445	-1	1	0	1387.376	1
5	7	145	1	1	70	1500	-80	96	120	187	Milimeter/Meter	Meter/?	Kilometer	878.3355	1	1	1	1163.184	1
5	7	146	1	-1	-40	1500	40	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	986.6	-1	1	0	484.5364	1
5	7	147	1	-1	-70	250	-40	16	9	37	links/rechts	horizontal/?	vertikal	926.1246	-1	1	0	617.684	1
5	7	148	1	-1	-70	1500	-40	39	78	74	wann/Zeit	wo/?	Ort	854.3538	-1	1	0	672.4411	1
5	7	149	1	1	70	750	40	59	34	115	einsteigen/Abfahrt	aussteigen/?	Ankunft	964.7539	1	1	1	562.467	0
5	7	150	1	-1	-20	750	40	11	7	30	Mensch/Schuh	Auto/?	Reifen	1841.564	1	0	1	3474.048	0
5	7	151	1	1	20	1500	80	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	1854.274	-1	0	0	510.3056	1
5	7	152	1	-1	-40	750	-40	50	90	103	Sommer/Regen	Winter/?	Schnee	1988.952	-1	1	0	1504.273	1
5	7	153	1	-1	-40	750	80	75	104	144	Album/Foto	Zeitung/?	Artikel	1041.213	-1	1	0	718.4064	1
5	7	154	1	-1	-110	1500	40	37	23	69	Katze/Maus	Spinne/?	Fliege	NA	NA	0	NA	7152.161	1
5	7	155	1	-1	-70	250	80	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	1552.557	-1	1	0	1150.857	1
5	7	156	1	1	20	750	-40	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	1892.107	-1	0	0	1102.771	1
5	7	157	1	-1	-20	750	80	17	65	38	Fisch/Aquarium	Wellensittich/?	Käfig	1184.715	-1	1	0	802.4454	1
5	7	158	1	1	110	250	-40	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	1719.034	1	1	1	762.3387	1
5	7	159	1	1	110	250	40	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	1280.66	1	1	1	4029.812	0
5	7	160	1	-1	-40	750	-40	30	20	56	Wort/Satz	Teller/?	Geschirr	1322.518	-1	1	0	2505.872	1
5	8	161	1	-1	-110	750	-40	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	842.4965	-1	1	0	819.9796	1
5	8	162	1	1	110	750	40	85	51	167	lustig/traurig	gut/?	böse	584.0896	1	1	1	482.1338	1
5	8	163	1	-1	-110	750	-40	3	2	8	Partei/Wähler	Produkt/?	Käufer	960.6685	-1	1	0	456.4503	1
5	8	164	1	-1	-20	250	-80	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	1122.848	-1	1	0	596.1668	1
5	8	165	1	1	70	250	40	82	48	160	finden/verlieren	erinnern/?	vergessen	1078.725	1	1	1	580.2171	1
5	8	166	1	-1	-70	250	40	95	119	186	Stunde/Minute	Minute/?	Sekunde	1752.776	-1	1	0	930.3418	1
5	8	167	1	1	40	250	40	86	52	168	spät/früh	Abend/?	Morgen	864.5914	1	1	1	434.1655	1
5	8	168	1	1	40	1500	40	70	41	134	genau/messen	ungefähr/?	schätzen	1190.63	-1	0	0	1339.296	1
5	8	169	1	1	20	750	-80	79	109	155	Blitz/hell	Donner/?	laut	1942.415	-1	0	0	1106.656	1
5	8	170	1	1	110	250	-80	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	972.5996	1	1	1	2703.757	0
5	8	171	1	-1	-20	250	-40	80	110	156	Kleid/Frau	Gefieder/?	Vogel	NA	NA	0	NA	2699.505	1
5	8	172	1	-1	-70	750	-80	6	60	19	Mütze/Kopf	Schuh/?	Fuß	1333.075	-1	1	0	2063.437	1
5	8	173	1	-1	-40	250	40	93	116	180	essen/hungrig	schlafen/?	müde	1191.359	-1	1	0	645.9501	1
5	8	174	1	1	70	750	80	77	46	149	Stiel/Hammer	Klinke/?	Tür	614.1747	1	1	1	1852.98	1
5	8	175	1	-1	-110	250	80	2	57	2	Artikel/Journalist	Roman/?	Autor	904.4723	-1	1	0	641.8162	1
5	8	176	1	1	70	750	80	21	12	45	Hase/Karotte	Wolf/?	Schaf	1480.805	1	1	1	2967.124	0
5	8	177	1	-1	-40	1500	80	71	42	135	Wein/Fass	Kartoffeln/?	Sack	1945.331	-1	1	0	3380.169	0
5	8	178	1	1	110	1500	-80	67	101	129	Stuhl/Bank	Sessel/?	Sofa	776.4196	1	1	1	1585.175	0
5	8	179	1	1	110	1500	40	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	662.4774	1	1	1	808.6194	1
5	8	180	1	-1	-20	1500	-80	91	115	177	Winter/wärmen	Sommer/?	kühlen	1126.948	-1	1	0	1134.548	0
5	8	181	1	-1	-70	1500	-80	60	35	117	Lokomotive/Dampf	Straßenbahn/?	Strom	NA	-1	1	0	4535.392	1
5	8	182	1	1	110	1500	-40	28	19	54	schwach/stark	arm/?	reich	664.529	1	1	1	828.5155	1
5	8	183	1	-1	-110	1500	-80	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	NA	-1	1	0	3717.753	0
5	8	184	1	-1	-110	1500	-40	52	91	105	Würfel/eckig	Ball/?	rund	844.3203	-1	1	0	726.2122	1
5	8	185	1	1	20	250	-80	14	63	35	Fernseher/sehen	Radio/?	hören	1086.513	-1	0	0	684.384	1
5	8	186	1	1	110	1500	-40	25	16	50	Beginn/Ende	fern/?	nah	594.5653	1	1	1	606.2943	1
5	8	187	1	-1	-110	1500	-40	94	117	182	Windhund/Hund	Lachs/?	Fisch	1487.77	-1	1	0	1431.653	1
5	8	188	1	1	40	750	40	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	1148.957	1	1	1	1355.786	1
5	8	189	1	1	20	750	40	8	4	24	alles/nichts	immer/?	nie	1483.781	-1	0	0	1140.943	0
5	8	190	1	-1	-40	750	-80	45	81	85	Schiff/anlegen	Flugzeug/?	landen	1052.461	-1	1	0	490.1864	1
5	8	191	1	1	40	250	-40	56	33	111	Wanderung/Rucksack	Reise/?	Koffer	1858.973	1	1	1	978.6078	1
5	8	192	1	-1	-110	1500	-80	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	766.8721	-1	1	0	2236.011	1
6	3	1	1	-1	-70	250	-80	42	26	77	stottern/sprechen	stolpern/?	gehen	460.2534	-1	1	0	492.1657	1
6	3	2	1	-1	-40	750	40	11	7	30	Mensch/Schuh	Auto/?	Reifen	936.6915	1	0	1	370.1358	1
6	3	3	1	1	70	1500	80	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	828.3007	1	1	1	464.0982	1
6	3	4	1	1	40	1500	40	48	30	95	sechs/Zahl	Hass/?	Gefühl	912.9924	1	1	1	318.5142	1
6	3	5	1	-1	-110	1500	40	79	109	155	Blitz/hell	Donner/?	laut	634.254	-1	1	0	328.1102	1
6	3	6	1	-1	-40	1500	80	29	69	55	Spinat/Gemüse	Birke/?	Baum	351.7078	-1	1	0	412.124	1
6	3	7	1	-1	-20	250	-80	80	110	156	Kleid/Frau	Gefieder/?	Vogel	778.635	-1	1	0	464.0773	1
6	3	8	1	1	70	250	-80	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	666.3591	1	1	1	535.7605	1
6	3	9	1	1	20	1500	40	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	765.8167	1	1	1	264.3272	1
6	3	10	1	-1	-40	250	40	57	96	113	Kleinkind/Kindergarten	Schüler/?	Schule	536.241	-1	1	0	360.2208	1
6	3	11	1	1	20	250	80	76	45	148	zusammen/allein	mehrere/?	einer	938.5425	-1	0	0	508.333	1
6	3	12	1	-1	-20	750	80	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	1016.695	-1	1	0	408.1318	1
6	3	13	1	1	110	250	-80	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	450.101	1	1	1	288.0887	1
6	3	14	1	-1	-20	250	80	58	97	114	Wand/Stein	Tisch/?	Holz	738.4169	-1	1	0	612.0691	1
6	3	15	1	-1	-40	1500	-80	71	42	135	Wein/Fass	Kartoffeln/?	Sack	498.1787	-1	1	0	NA	0
6	3	16	1	-1	-70	250	80	45	81	85	Schiff/anlegen	Flugzeug/?	landen	554.3184	-1	1	0	424.5371	1
6	3	17	1	1	110	250	80	3	2	8	Partei/Wähler	Produkt/?	Käufer	944.5518	1	1	1	348.1424	1
6	3	18	1	-1	-20	750	-40	37	23	69	Katze/Maus	Spinne/?	Fliege	614.2517	-1	1	0	478.1318	1
6	3	19	1	-1	-40	1500	-80	94	117	182	Windhund/Hund	Lachs/?	Fisch	384.6412	-1	1	0	360.1718	1
6	3	20	1	1	20	1500	80	30	20	56	Wort/Satz	Teller/?	Geschirr	772.337	1	1	1	446.1503	1
6	3	21	1	-1	-20	250	-40	4	58	12	Hund/Welpe	Pflanze/?	Setzling	780.5164	1	0	1	528.4841	1
6	3	22	1	1	20	250	80	10	6	29	dick/lang	dünn/?	kurz	782.2971	-1	0	0	714.201	1
6	3	23	1	-1	-20	250	-40	47	29	93	vermindern/vermehren	subtrahieren/?	addieren	784.4063	-1	1	0	370.139	1
6	3	24	1	1	20	1500	80	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	736.7906	-1	0	0	422.2222	1
6	3	25	1	-1	-20	1500	-80	39	78	74	wann/Zeit	wo/?	Ort	882.7529	-1	1	0	852.4238	1
6	3	26	1	-1	-110	250	-40	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	317.3395	1	0	1	870.8661	1
6	3	27	1	-1	-40	750	80	65	38	126	Brille/Auge	Krücke/?	Bein	370.1508	-1	1	0	374.1426	1
6	3	28	1	1	70	250	80	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	1292.784	1	1	1	3206.98	0
6	3	29	1	1	40	1500	-40	33	71	63	Koch/Herd	Bäcker/?	Backofen	1023.158	1	1	1	300.3076	1
6	3	30	1	1	40	250	80	21	12	45	Hase/Karotte	Wolf/?	Schaf	694.393	1	1	1	684.3777	1
6	3	31	1	-1	-110	1500	-80	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	484.4787	-1	1	0	1170.879	1
6	3	32	1	-1	-110	1500	-40	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	466.1233	-1	1	0	369.8977	1
6	4	33	1	1	40	750	40	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	769.7386	1	1	1	515.988	1
6	4	34	1	1	40	250	40	61	36	118	Gesicht/waschen	Wohnung/?	putzen	994.4777	1	1	1	344.1294	1
6	4	35	1	1	70	1500	-40	8	4	24	alles/nichts	immer/?	nie	488.2395	1	1	1	348.2242	1
6	4	36	1	-1	-40	250	-80	2	57	2	Artikel/Journalist	Roman/?	Autor	546.483	-1	1	0	334.1492	1
6	4	37	1	1	20	1500	-80	52	91	105	Würfel/eckig	Ball/?	rund	758.3599	1	1	1	448.1805	1
6	4	38	1	1	110	750	-80	25	16	50	Beginn/Ende	fern/?	nah	542.338	1	1	1	286.7313	1
6	4	39	1	-1	-40	250	-40	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	664.3529	-1	1	0	569.7584	1
6	4	40	1	1	20	750	-40	95	119	186	Stunde/Minute	Minute/?	Sekunde	876.676	-1	0	0	486.1552	1
6	4	41	1	1	70	250	80	75	104	144	Album/Foto	Zeitung/?	Artikel	568.2548	1	1	1	324.1326	1
6	4	42	1	1	40	750	-40	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	688.3169	1	1	1	324.0868	1
6	4	43	1	1	110	250	-80	85	51	167	lustig/traurig	gut/?	böse	588.7384	1	1	1	276.1016	1
6	4	44	1	1	70	250	-40	17	65	38	Fisch/Aquarium	Wellensittich/?	Käfig	530.3911	1	1	1	374.1047	1
6	4	45	1	-1	-110	1500	80	88	54	170	warm/kalt	stumpf/?	spitz	288.3268	-1	1	0	416.1525	1
6	4	46	1	-1	-70	750	-40	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	407.6221	-1	1	0	402.2385	1
6	4	47	1	-1	-70	1500	40	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	663.6679	-1	1	0	358.23	1
6	4	48	1	1	20	1500	40	82	48	160	finden/verlieren	erinnern/?	vergessen	834.2891	-1	0	0	404.3173	1
6	4	49	1	1	40	1500	-80	67	101	129	Stuhl/Bank	Sessel/?	Sofa	754.2154	-1	0	0	410.1273	1
6	4	50	1	-1	-40	250	40	6	60	19	Mütze/Kopf	Schuh/?	Fuß	487.8696	-1	1	0	404.27	1
6	4	51	1	1	110	1500	-80	90	55	176	wann/jetzt	wo/?	hier	352.1476	1	1	1	503.8579	1
6	4	52	1	-1	-20	1500	-40	23	14	47	Auto/Straße	Zug/?	Schiene	700.325	-1	1	0	374.083	1
6	4	53	1	1	40	250	-40	14	63	35	Fernseher/sehen	Radio/?	hören	1409.942	1	1	1	510.2839	1
6	4	54	1	-1	-20	750	-40	26	17	52	eng/weit	Frage/?	Antwort	626.3621	-1	1	0	306.2384	1
6	4	55	1	-1	-110	750	-40	73	103	137	Zehen/Fuß	Finger/?	Hand	452.1281	-1	1	0	320.2183	1
6	4	56	1	-1	-20	750	-80	16	9	37	links/rechts	horizontal/?	vertikal	528.1295	-1	1	0	326.1159	1
6	4	57	1	1	40	750	40	59	34	115	einsteigen/Abfahrt	aussteigen/?	Ankunft	734.3857	1	1	1	530.1412	0
6	4	58	1	-1	-40	750	-80	96	120	187	Milimeter/Meter	Meter/?	Kilometer	836.3861	-1	1	0	420.2907	1
6	4	59	1	-1	-110	750	80	86	52	168	spät/früh	Abend/?	Morgen	NA	NA	0	NA	974.7834	1
6	4	60	1	-1	-110	1500	80	7	61	23	Licht/Auge	Schall/?	Ohr	308.0586	-1	1	0	410.2659	1
6	4	61	1	-1	-70	1500	-40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	315.6674	-1	1	0	328.2097	1
6	4	62	1	-1	-110	250	80	63	37	123	ich/mich	wir/?	uns	362.1405	-1	1	0	348.1586	1
6	4	63	1	1	40	1500	-40	12	62	33	Milch/Kuh	Wolle/?	Schaf	1033.053	-1	0	0	354.2604	1
6	4	64	1	1	70	1500	-80	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	497.4877	1	1	1	380.2673	1
6	5	65	1	-1	-40	1500	40	56	33	111	Wanderung/Rucksack	Reise/?	Koffer	799.6421	-1	1	0	788.6902	1
6	5	66	1	1	110	1500	80	83	49	161	klein/groß	kurz/?	lang	378.1588	1	1	1	265.9717	1
6	5	67	1	-1	-70	1500	-80	81	47	159	hoffen/verzweifeln	froh/?	unglücklich	336.3523	-1	1	0	394.3063	1
6	5	68	1	-1	-70	1500	40	93	116	180	essen/hungrig	schlafen/?	müde	317.702	-1	1	0	348.21	1
6	5	69	1	1	20	1500	-40	60	35	117	Lokomotive/Dampf	Straßenbahn/?	Strom	1184.514	-1	0	0	708.3725	0
6	5	70	1	-1	-40	750	-40	54	32	108	Buch/drucken	Brief/?	schreiben	608.6664	-1	1	0	530.1633	1
6	5	71	1	-1	-20	1500	40	5	3	16	hier/dort	nah/?	fern	722.4862	-1	1	0	452.2517	1
6	5	72	1	1	70	1500	40	74	44	138	Stadt/Dorf	See/?	Teich	556.1789	1	1	1	344.1108	1
6	5	73	1	-1	-40	250	-80	87	53	169	schwimmen/Wasser	fliegen/?	Luft	1111.061	-1	1	0	457.9566	1
6	5	74	1	1	40	1500	80	49	89	101	Pfütze/Teich	Bach/?	Fluss	960.3819	1	1	1	437.8181	1
6	5	75	1	-1	-20	1500	80	89	112	171	Dunkelheit/Helligkeit	Stille/?	Lärm	606.2437	-1	1	0	364.128	1
6	5	76	1	-1	-20	250	-80	38	77	73	Uhr/Tageszeit	Kompass/?	Himmelsrichtung	942.3735	-1	1	0	2470.719	1
6	5	77	1	-1	-40	1500	-40	70	41	134	genau/messen	ungefähr/?	schätzen	404.1472	-1	1	0	300.2136	1
6	5	78	1	-1	-110	250	-80	40	24	75	Haus/Dach	Zimmer/?	Decke	380.2522	-1	1	0	308.0973	1
6	5	79	1	1	70	250	-40	51	31	104	Junge/Bruder	Mädchen/?	Schwester	708.468	1	1	1	447.9034	1
6	5	80	1	-1	-20	750	80	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	651.7897	-1	1	0	288.2537	1
6	5	81	1	-1	-70	250	80	77	46	149	Stiel/Hammer	Klinke/?	Tür	718.3965	-1	1	0	377.7257	1
6	5	82	1	-1	-20	250	80	28	19	54	schwach/stark	arm/?	reich	692.4003	-1	1	0	446.4373	1
6	5	83	1	-1	-40	1500	80	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	346.1173	-1	1	0	422.2392	1
6	5	84	1	1	20	250	40	84	50	163	Vertrauen/Experte	Unsicherheit/?	Anfänger	976.5704	-1	0	0	308.4242	1
6	5	85	1	1	110	1500	-40	9	5	28	Fußballer/Fußballplatz	Schwimmer/?	Schwimmbecken	486.1718	1	1	1	444.1272	1
6	5	86	1	1	70	750	-40	27	18	53	gewinnen/verlieren	oben/?	unten	398.1579	1	1	1	346.2666	1
6	5	87	1	1	70	1500	-40	66	39	128	niedrig/hoch	billig/?	teuer	378.252	1	1	1	270.4811	1
6	5	88	1	1	110	750	-40	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	698.2414	1	1	1	470.14	1
6	5	89	1	1	110	1500	80	50	90	103	Sommer/Regen	Winter/?	Schnee	726.3875	1	1	1	486.1742	1
6	5	90	1	-1	-70	250	40	53	92	106	Baum/Wald	Grashalm/?	Wiese	592.3219	-1	1	0	332.1533	1
6	5	91	1	-1	-110	750	-40	91	115	177	Winter/wärmen	Sommer/?	kühlen	297.7364	-1	1	0	476.2745	1
6	5	92	1	1	40	1500	80	32	70	62	Federhalter/Tinte	Pinsel/?	Farbe	544.1337	1	1	1	4757.577	1
6	5	93	1	-1	-70	1500	-40	64	100	124	Dezember/Jahr	Sonntag/?	Woche	562.3556	-1	1	0	403.6319	1
6	5	94	1	-1	-40	250	80	62	99	120	Nacht/Tag	Finsternis/?	Licht	744.3212	-1	1	0	672.6768	1
6	5	95	1	1	40	750	80	72	43	136	Frage/Antwort	Rätsel/?	Lösung	778.3973	1	1	1	446.1847	1
6	5	96	1	-1	-40	750	80	15	64	36	Appetit/Essen	Durst/?	Getränk	564.3638	-1	1	0	325.5927	1
6	6	97	1	-1	-20	750	-80	85	51	167	lustig/traurig	gut/?	böse	866.5225	-1	1	0	566.1606	1
6	6	98	1	1	110	750	-40	37	23	69	Katze/Maus	Spinne/?	Fliege	502.3185	1	1	1	588.3424	1
6	6	99	1	1	70	250	-80	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	1357.508	-1	0	0	342.186	1
6	6	100	1	1	40	250	-80	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	628.3678	1	1	1	318.0313	1
6	6	101	1	-1	-40	750	-40	10	6	29	dick/lang	dünn/?	kurz	532.2618	-1	1	0	234.1612	1
6	6	102	1	1	70	1500	80	47	29	93	vermindern/vermehren	subtrahieren/?	addieren	364.1912	1	1	1	304.5248	1
6	6	103	1	1	110	250	80	4	58	12	Hund/Welpe	Pflanze/?	Setzling	767.8422	1	1	1	380.1697	1
6	6	104	1	1	20	750	40	21	12	45	Hase/Karotte	Wolf/?	Schaf	1174.763	-1	0	0	470.2185	1
6	6	105	1	-1	-20	1500	80	30	20	56	Wort/Satz	Teller/?	Geschirr	746.1975	-1	1	0	374.4048	1
6	6	106	1	-1	-110	250	80	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	468.1816	-1	1	0	316.0982	1
6	6	107	1	-1	-70	250	40	76	45	148	zusammen/allein	mehrere/?	einer	592.5189	-1	1	0	276.0431	1
6	6	108	1	1	20	750	-40	42	26	77	stottern/sprechen	stolpern/?	gehen	958.3852	-1	0	0	356.2294	1
6	6	109	1	-1	-20	750	40	95	119	186	Stunde/Minute	Minute/?	Sekunde	650.1677	-1	1	0	361.0843	1
6	6	110	1	1	20	750	-80	39	78	74	wann/Zeit	wo/?	Ort	684.4156	-1	0	0	336.2339	1
6	6	111	1	1	40	250	40	65	38	126	Brille/Auge	Krücke/?	Bein	700.2958	1	1	1	341.9755	1
6	6	112	1	-1	-110	1500	40	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	336.6117	-1	1	0	490.2883	1
6	6	113	1	-1	-70	1500	80	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	591.9638	-1	1	0	842.4614	1
6	6	114	1	-1	-40	750	40	94	117	182	Windhund/Hund	Lachs/?	Fisch	558.1775	-1	1	0	414.2138	1
6	6	115	1	1	20	250	40	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	792.4565	-1	0	0	556.1706	1
6	6	116	1	1	110	250	40	17	65	38	Fisch/Aquarium	Wellensittich/?	Käfig	454.2373	1	1	1	364.1442	1
6	6	117	1	-1	-110	250	40	8	4	24	alles/nichts	immer/?	nie	268.2223	1	0	1	344.1215	1
6	6	118	1	1	20	1500	-40	45	81	85	Schiff/anlegen	Flugzeug/?	landen	630.3668	-1	0	0	286.1291	1
6	6	119	1	1	40	1500	-80	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	1094.699	1	1	1	318.2405	1
6	6	120	1	-1	-70	750	40	2	57	2	Artikel/Journalist	Roman/?	Autor	352.1235	-1	1	0	303.8575	1
6	6	121	1	-1	-70	750	-80	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	426.1575	-1	1	0	256.1104	1
6	6	122	1	1	70	750	40	25	16	50	Beginn/Ende	fern/?	nah	589.7985	1	1	1	276.2216	1
6	6	123	1	1	70	750	-80	57	96	113	Kleinkind/Kindergarten	Schüler/?	Schule	446.251	1	1	1	392.235	1
6	6	124	1	-1	-70	750	-40	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	844.1694	-1	1	0	356.1406	1
6	6	125	1	1	70	1500	40	11	7	30	Mensch/Schuh	Auto/?	Reifen	464.3442	-1	0	0	294.136	1
6	6	126	1	-1	-70	250	-40	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	499.9996	-1	1	0	402.4182	1
6	6	127	1	-1	-110	750	-80	58	97	114	Wand/Stein	Tisch/?	Holz	347.6493	-1	1	0	532.25	1
6	6	128	1	-1	-110	250	40	88	54	170	warm/kalt	stumpf/?	spitz	348.5444	-1	1	0	458.6156	1
6	7	129	1	1	110	1500	-40	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	306.131	1	1	1	434.3089	1
6	7	130	1	1	40	250	80	80	110	156	Kleid/Frau	Gefieder/?	Vogel	506.1867	1	1	1	342.1121	1
6	7	131	1	-1	-70	1500	-80	52	91	105	Würfel/eckig	Ball/?	rund	376.2968	-1	1	0	332.2287	1
6	7	132	1	1	110	750	80	33	71	63	Koch/Herd	Bäcker/?	Backofen	332.1071	1	1	1	283.6464	1
6	7	133	1	-1	-110	750	40	29	69	55	Spinat/Gemüse	Birke/?	Baum	380.1022	-1	1	0	384.2523	1
6	7	134	1	-1	-70	1500	80	71	42	135	Wein/Fass	Kartoffeln/?	Sack	414.6276	-1	1	0	3074.011	0
6	7	135	1	-1	-110	250	-80	61	36	118	Gesicht/waschen	Wohnung/?	putzen	494.5497	-1	1	0	338.0781	1
6	7	136	1	1	20	1500	-80	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	916.5246	1	1	1	2010.799	0
6	7	137	1	-1	-110	750	40	79	109	155	Blitz/hell	Donner/?	laut	348.647	-1	1	0	274.1535	1
6	7	138	1	1	70	750	80	75	104	144	Album/Foto	Zeitung/?	Artikel	546.338	1	1	1	222.2345	1
6	7	139	1	-1	-40	1500	-40	48	30	95	sechs/Zahl	Hass/?	Gefühl	723.6975	-1	1	0	834.7712	1
6	7	140	1	1	110	250	-40	82	48	160	finden/verlieren	erinnern/?	vergessen	722.5371	1	1	1	442.2375	1
6	7	141	1	-1	-110	1500	-80	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	360.1912	-1	1	0	242.136	1
6	7	142	1	-1	-70	750	80	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	363.9879	-1	1	0	328.1611	1
6	7	143	1	-1	-70	750	80	3	2	8	Partei/Wähler	Produkt/?	Käufer	404.1712	-1	1	0	400.1854	1
6	7	144	1	1	70	750	80	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	464.2416	1	1	1	328.1248	1
6	7	145	1	-1	-70	250	-80	87	53	169	schwimmen/Wasser	fliegen/?	Luft	362.1863	-1	1	0	248.1497	1
6	7	146	1	1	110	750	40	12	62	33	Milch/Kuh	Wolle/?	Schaf	224.534	1	1	1	312.1171	1
6	7	147	1	-1	-70	750	-80	64	100	124	Dezember/Jahr	Sonntag/?	Woche	456.2091	-1	1	0	282.2175	1
6	7	148	1	-1	-20	1500	40	62	99	120	Nacht/Tag	Finsternis/?	Licht	574.0514	-1	1	0	348.2151	1
6	7	149	1	1	20	250	-40	14	63	35	Fernseher/sehen	Radio/?	hören	1090.451	1	1	1	370.203	1
6	7	150	1	-1	-20	1500	-40	83	49	161	klein/groß	kurz/?	lang	738.7201	-1	1	0	366.2376	1
6	7	151	1	1	110	1500	40	53	92	106	Baum/Wald	Grashalm/?	Wiese	470.078	1	1	1	420.1403	1
6	7	152	1	-1	-40	1500	40	6	60	19	Mütze/Kopf	Schuh/?	Fuß	446.1862	-1	1	0	352.0102	1
6	7	153	1	1	110	250	-40	51	31	104	Junge/Bruder	Mädchen/?	Schwester	425.8776	1	1	1	450.5748	1
6	7	154	1	1	70	750	-40	28	19	54	schwach/stark	arm/?	reich	772.2044	1	1	1	508.2331	1
6	7	155	1	1	110	1500	40	26	17	52	eng/weit	Frage/?	Antwort	404.3789	1	1	1	278.195	1
6	7	156	1	1	40	250	-80	77	46	149	Stiel/Hammer	Klinke/?	Tür	608.4733	1	1	1	370.2184	1
